"type","Country","Region","Location","Name","Latitude","Longitude","year_deployment","year_modification","min_depth_m","depth_m","reef_edge_m","Min_dist_filt_km","min_dist_km","surrounding_seabed","meadows","typo_filt","reef_typology","structure_wreck","Material_simply","Material","Arrangement_modules","origin_reef","total_area_sqm","total_volume_cubm","n_oases","dist_between_oases_m","dimens_oases_sqm","type_structures","n_structures","dim_structures_m","dist_between_structures_m","modules_shape","n_modules","dist_between_modules_m","dimension_leng_width_heigh_m","weight_or_displacement_tons","experimental_professional","scope","exploitation","possible_exploitation","observations","biocenosis","alien_species","Alien species (form)","protected_species","Protected species (form)","protect_area_y_n","Protected area","managment_prog_Y_N","Management_program","Concession_area_Y_N","Surveillance_service_Y_N","Surveillance_service","Monitoring_program_Y_N","Monitoring_program","Available data","Available literature (Scientific or Grey)"
"Artificial reef","Italy","Apulia","Zapponeta - S. Margherita di Savoia","Zaponeta - S. Margherita di Savoia",41.459278,16.073181,2008,"No data",10,"10-16 ","No data",6,6,"Sand","No","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","No data","No data",22000000,"No data",1,"No data",1500000,"No data","No data","No data","No data","cubes , tubes","No data","No data","No data","No data","Experimental","Polifunctional","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","no","no","no","no","no","no","no","No data","No data"
"Artificial reef","Italy","Emilia Romagna","Porto Garibaldi","Cooperativa Azzurra",44.731078,12.343009,1988,"No data",13,13,"No data",7.7,7.7,"Mud","No","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","Geometrically assembled","No data",250000,7500,4,500,2700,"pyramids formed by 5 cubes(4 on basis, 1 on top)","pyramids (18 in each oasis)","pyramids (h 5)",15,"cubes, cages","cages (6 in each oasis)","No data","cubes (2/2/2), cages (6/4/5)","No data","Professional","Finfish enhancement, Mariculture","No data","Mariculture","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","yes","no","no","No data","No data","Benthic community, Fish community","Bombace G., Fabi G., Fiorentini L. 1993. Aspects theoriques et resultats concernants les recifs artificiels realises en Adriatique. Bollettino di Oceanologia Teorica ed Applicata 11 (3-4): 145-154 <br>
Fabi G., Fiorentini L. 1993. Catch and growth of Umbrina cirrosa (L.) around artificial reefs in the Adriatic Sea. Bollettino di Oceanologia Teorica e Applicata, 11 (3-4): 235-242 <br>
Bombace G., Fabi G., Fiorentini L., Speranza S. 1994. Analysis of the efficacy of artificial reefs located in five different areas of the Adriatic Sea. Bulletin of Marine Science 55 (2-3), 559-580 <br>
Abstract: Five artificial reefs of identical design, but of different size, were constructed along the Italian Adriatic coast between 1987 and 1988, at depths ranging from 10 to 14 m. Four reefs were deployed on sandy-muddy bottom far from natural reefs, while the fifth was placed in a bay surrounded by rocky shores. The reefs were formed of cubic concrete blocks (2 X 2 X 2 m) arranged in pyramids. Concrete cages (4 X 6 X 5 m) for shellfish culture were placed among the pyramids. Underwater observations and sampling showed rapid colonization of the concrete block reefs at all locations. The sessile community was dominated by filterfeeders, mainly represented by mussels (Mytilus galloprovincialis) and oysters (Ostrea edulis and Crassostrea gigas). At all sites, fishing surveys conducted with a standard trammel net were started 1 year before reef deployment and have been continued. The aim was to compare the effectiveness of the reefs in the different areas in terms of fishing yield and their impact on the fish assemblage of the original habitat. The effects of the artificial reefs were particularly evident at sites far from natural hard substrates. Catches at these sites after reef deployment showed a gradual increase in fish abundance, in species richness (both mean and total) and diversity. Evidence for this was the appearance and/or the increase in catches of some hard-substrate species of fish (e.g., Sciaena umbra, Umbrina cirrosa and Scorpaena porcus) and molluscs (Eledone moschata and Rapana venosa) which were rare or completely absent in the original sand-plain habitat. The increase of these species seemed to be directly correlated to the reef dimensions in terms of volume of immersed materials and of area covered. Different results were obtained at the site near natural hard substrates, where many reef-dwelling species were also caught before the reef construction, and total richness was already very high (49 species caught) in comparison to the other four sites (22-31 species). <br>
Tumbiolo M.L., Patti B. 1996. Stima della biomassa bentonica in due barriere artificiali situate nel Mar Adriatico.Biologia Marina Mediterranea, 3: 516-519 <br>
Fabi G., Fiorentini L. 1997. Molluscan aquaculture on reefs. Pages 123-140 In: Jensen A.C. (Ed.) ""European Artificial Reef research"". Proceedings of the 1st EARNN Conference, Ancona, Italy, March 1996. <br>
Bombace G., Fabi G., Fiorentini L. 2000.  Artificial Reefs in the Adriatic Sea. A.C. Jensen et al. (eds.), Artificial Reefs in European Seas, Kluwer Academic Publishers in Great Britain, 31-63
"
"Artificial reef","Italy","Friuli Venezia Giulia","Trieste","Trieste",45.653,13.747,2003,"No data","No data","No data","No data","No data","No data","No data","No data","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","Geometrically assembled","No data","No data","No data","No data","No data",6175,"No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Finfish enhancement, Habitat restoration","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"Artificial reef","Italy","Molise","Molise","Termoli",42.011,15.005,2003,"No data","No data","No data","No data","No data","No data","No data","No data","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","Geometrically assembled","No data","No data","No data","No data","No data","No data","No data","Tecnoreef pyramids","No data","No data","No data","No data","No data","No data","No data","No data","Finfish enhancement, Habitat restoration","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"Artificial reef","Italy","Veneto","Bibione","Bibione",45.584,12.981,2014,"No data","No data","No data","No data","No data","No data","No data","No data","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling, Habitat protection, Recreational fishery","No data","Diving/Snorkeling, Fishing Tourism","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"Artificial reef","Italy","Veneto","Caorle","Caorle",45.581,12.904,2004,"No data","No data","No data","No data",2.8,2.8,"No data","No","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","Geometrically assembled","No data","No data","No data","No data","No data","No data","Two types of Tecnoreef pyramid,  concrete prisms,  concrete mixed structures, trunked pyramid"," 3-level Tecnoreef  with plates of 80 cm (4), 2-level Tecnoreef with plates of 120 cm (2), concrete prisms (4), concrete mixed structures (2), trunked pyramids (2)","No data","No data","No data","No data","No data","No data","No data","Experimental","Diving/Snorkeling, Finfish enhancement, Habitat protection","No data","Diving/Snorkeling, Recreational fishery","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A - Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-68."
"Artificial reef","Italy","Veneto","Eraclea","Eraclea",45.535,12.765,2005,"No data","No data","No data","No data","No data","No data","No data","No data","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Finfish enhancement, Habitat restoration","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"Artificial reef","Italy","Veneto","Porto Viro","Porto Viro",45.029,12.465,2010,"No data","No data","No data","No data","No data","No data","No data","No data","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Finfish enhancement, Habitat restoration","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"Artificial reef","Italy","Veneto","Sacca del Canarin","Sacca del Canarin",44.9027,12.5467,2006,"2010, 2011",12,"12-15","No data","No data","No data","Sand, Mud","No data","Specifically designed modules","Specifically designed modules","No data","Concrete & Other","Concrete, Steel/Iron","Geometrically assembled, Scattered","No data","No data","No data",4,50,"ADRI.BLU tecnoreef oasis (20000), ADRI.BLU reef type1 oasis (12000), 1° LR 15/2007 (20000), 2° LR 15/2007 (35000)","Tecnoreef pyramids (formed by 12 plates), Tecnoreef pyramids (formed by 30 plates), reef type1 (fomed by concrete tubes, concrete insoles and steel sections), mixed structures, pyramids, parallelepiped","Tecnoreef pyramid 30 plates (13 ), Tecnoreef pyramids 12 plates (55), pyramids, reef type1 (14 in oasis 1° LR 15/2007, 26 in oasis 2° LR 15/2007), pyramids (23), mixed structures (10), parallelepiped (4)","Tecnoreef pyramid 12 plates (Ø 3.8 / h 1.85), Tecnoreef pyramid 30 plates (Ø 5.7 / h 2.4)","No data","plates, tubes, armed insoles, steel sections","No data","No data","tubes (Ø 0.2-0.5), armed insoles (2.4/3/0.25)","No data","Experimental","Finfish enhancement","No data","Recreational fishery, Research","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"," Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A - Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-103.  <br>
 2007. Le barriere artificiali ADRI.BLU in Veneto. AT 4 -Azioni pilota finalizzate all'incremento della sostenibilità delle attività di pesca. Gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico. 2007. Progetto ADRIBLU. INTERREG III A - Alto Adriatico. p: 106-114. <br>
Sabatini L., Franceschini G., Giovanardi O. 2013. Parte seconda. Caso di studio del Veneto: Le barriere artificiali antistanti la Sacca del Canarin (RO). Le strutture sommerse per il ripopolamento ittico e la pesca (""barriere artificiali""). Quaderni  ISPRA -Ricerca Marina 3-2012. p: 53-114. <br>
Ponti M., Fava F., Perlini R.A., Giovanardi O., Abbiati M. 2015. Benthic assemblages on artificial reefs in the northwestern Adriatic Sea: Does structure type and age matter? Marine Environmental Research, 104: 10-19"
"Artificial reef","Italy","Veneto","Venice","Campo Sperimentale di Cavallino",45.451,12.591,2003,"No data",14,14,"No data",3.7,3.7,"Mud","No","Specifically designed modules","Specifically designed modules","No data","Concrete","Concrete","Geometrically assembled","No data",5000,"No data","1 (formed by 4 different areas)","No data","1250 each area","pyramid (formed by 5 cubes) ,longlines (floating and submerged), ","pyramids (2), longlines (3)","pyramids (h 4)","No data","concrete cubes, concrete cage number: 24 cubes (10 of which to form 2 pyramids), 1 cage","No data","No data","cubes (2/2/2), cage (4/5/6)","No data","Experimental","Finfish enhancement, Habitat protection, Research","No data","Diving/Snorkeling, Recreational fishery","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Vazzoler M., Ancona S., Berti L., Zogno A.R., Iacovone V., Fassina D., Bon D., Rossi S., Bertaggia R. Pellizzato M. 2004. Area di protezione e studio del Nord Adriatico: campo sperimentale. Incontro scientifico congiunto CONISMA - AIOL d'intesa con la SIBM e la SITE. Terrasini (PA), 15-22 ottobre 2004. Poster <br>
Le BA esistenti in Veneto. Manuale per il monitoraggio delle barriere artificiali sommerse. 2006. INTERREG III A - Transfrontaliero Adriatico. Tavolo blu Adriatico per la gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico - ADRIBLU. p: 66-68. <br>
Bruno S., Bastianini M., Acri F., Bon, D., Rizzardi S., Vazzoler M., Bertaggia R., Boldrin A. 2006. Idrologia e idrodinamica in un'area a barriere artificiali del Nord Adriatico. Biologia Marina Mediterranea, 13 (1): 688-692 <br>
Molin E., Maggiore F., Zanella M. 2006. Stime di biomassa di Tubularia crocea (Agassiz, 1862) mediante monitoraggio fotografico in un'area a barriere artificiali nel nord Adriatico. Biologia Marina Mediterranea 13 (1): 737-740"
"Artificial reef","Italy","Abruzzo","Casalbordino - Termini","Casalbordino - Termini",42.233333,14.65,2005,"No data",15,"15-22","No data",5.55,5.55,"Sand","No","Specifically designed modules","Specifically designed modules","No data","Concrete & Other","Concrete, Clay's blocks","Scattered","No data",5000000,"No data","No data","No data","No data","tube groups, clay's blocks groups ","tube groups (38), clay's blocks groups (38)","No data","No data","concrete cubes, tripods, tubes , wells, clay blocks.","concrete cubes (19), tripods (261)","between tripods (50)","No data","No data","Experimental","Finfish enhancement, Habitat protection, Mariculture","None","No data","No data","No data","No data","No data","No data","No data","No data","No data","no","no","no","no","no","yes","yes","Benthic community, Fish community, Heavy metals, PAH in mussels, Planktonic communities, Sediments, Water column","Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto - Relazione finale anni 2005-2006. 2006. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE. 74 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 3° anno di monitoraggio - anno 2007. 2007. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 45 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 4° anno di monitoraggio - anno 2008. 2008. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 38 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 5° anno di monitoraggio - anno 2009. 2009. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 20 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 6° anno di monitoraggio - anno 2010. 2010. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 21 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 7° anno di monitoraggio - anno 2011. 2011. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 20 pp <br>
Progetto per la realizzazione di un'area da destinare allo sviluppo e protezione delle risorse acquatiche in provincia di Chieti prospiciente i Comuni di Vasto e Casalbordino Monitoraggio delle risorse eco-biologiche ed alieutiche. 8° anno di monitoraggio - anno 2012. 2012. Agenzia Regionale per la Tutela dell'Ambiente - ARTA Abruzzo. Cod. Progetto 02/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE - - Controllo scientifico delle aree sperimentali poste nel mare Adriatico entro le tre miglia lungo la costa teatina in Comune di Vasto."". 28 pp"
"Artificial reef","Italy","Abruzzo","Cologna","Cologna",42.7507667,14.0347833,2005,"No data",14,"14-18","No data",5.55,5.55,"Sand, Mud","No","Specifically designed modules","Specifically designed modules","No data","Concrete, Rocks, Steel/Iron","Concrete, Rocks, Steel/Iron","Geometrically assembled, Single modules","No data",4000000,"No data","No data","No data","No data","cones (formed by rocks), Pyramids (formed by concrete cubes)","cones (18) ","cones (h 3, larger base Ø 10, smaller base Ø 3)","No data","concrete cubes some of them with steel bars","concrete cubes (516)","No data","concrete cubes (1/1/1)","No data","Experimental","Finfish enhancement, Habitat protection, Mariculture","None","Diving/Snorkeling, Mariculture, Professional fishery, Recreational fishery, Restocking with introduction of juveniles of precious species","No data","No data","No data","No data","No data","No data","No data","No data","yes","Istituto Zooprofilattico Sperimentale del'abruzzo e del Molise ""G. Caporale"" (IZSA&M)","no","no","no","yes","yes","Benthic community, Fish community, Water column","Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 2° anno di monitoraggio - anno 2006. 2006. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 71 pp <br>
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 3° anno di monitoraggio - anno 2007. 2007. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 60 pp <br>
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 4° anno di monitoraggio - anno 2008. 2008. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 61 pp <br>
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 5° anno di monitoraggio - anno 2009. 2009. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 54 pp <br>
Giansante C., Fatigati M., Ciarrocchi F., Milillo G.S., Onori L., Ferri N. 2010. Monitoring of ichthyic fauna in artificial reefs along the Adriatic coast of the Abruzzi Region of Italy. Veterinaria Italiana 46(3), 365-374 <br>
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 6° anno di monitoraggio - anno 2011. 2011. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 57 pp <br>
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 7° anno di monitoraggio - anno 2012. 2012. Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise ""G. Caporale"" & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 68 pp

"
